date,chirps_lag1d_mm,chirps_lag2d_mm,chirps_lag3d_mm,chirps_roll3d_mm,chirps_roll7d_mm,chirps_roll14d_mm,chirps_roll30d_mm,chirps_rainy_days_7d,chirps_rainy_days_30d,chirps_max3d_mm,chirps_max7d_mm,chirps_api,chirps_month_mean_mm,chirps_month_std_mm,chirps_anomaly,chirps_wet_spell_len,chirps_dry_spell_len
1985-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.588903039198738e-05,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,78.0
1985-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.750567583318927e-05,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,79.0
1985-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.037982445821088e-05,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,80.0
1985-02-07,2.221203565597534,0.0,0.0,2.221203565597534,2.221203565597534,2.221203565597534,2.221203565597534,1.0,1.0,2.221203565597534,2.221203565597534,2.2212378884483237,0.021658997434644976,0.2583991294836346,2.199544568162889,1.0,0.0
1985-02-08,0.7404012084007263,2.221203565597534,0.0,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.0,2.0,2.221203565597534,2.221203565597534,2.628453413581801,0.021658997434644976,0.2583991294836346,0.7187422109660814,2.0,0.0
1985-02-09,0.0,0.7404012084007263,2.221203565597534,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.0,2.0,2.221203565597534,2.221203565597534,2.234185401544531,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,1.0
1985-02-10,0.0,0.0,0.7404012084007263,0.7404012084007263,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.0,2.0,0.7404012084007263,2.221203565597534,1.8990575913128513,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,2.0
1985-02-11,0.0,0.0,0.0,0.0,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.0,2.0,0.0,2.221203565597534,1.6141989526159235,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,3.0
1985-02-12,0.0,0.0,0.0,0.0,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.0,2.0,0.0,2.221203565597534,1.372069109723535,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,4.0
1985-02-13,0.0,0.0,0.0,0.0,2.9616047739982605,2.9616047739982605,2.9616047739982605,2.0,2.0,0.0,2.221203565597534,1.1662587432650047,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,5.0
1985-02-14,0.0,0.0,0.0,0.0,0.7404012084007263,2.9616047739982605,2.9616047739982605,1.0,2.0,0.0,0.7404012084007263,0.9913199317752539,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,6.0
1985-02-15,0.0,0.0,0.0,0.0,0.0,2.9616047739982605,2.9616047739982605,0.0,2.0,0.0,0.0,0.8426219420089658,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,7.0
1985-02-16,0.0,0.0,0.0,0.0,0.0,2.9616047739982605,2.9616047739982605,0.0,2.0,0.0,0.0,0.7162286507076209,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,8.0
1985-02-17,0.0,0.0,0.0,0.0,0.0,2.9616047739982605,2.9616047739982605,0.0,2.0,0.0,0.0,0.6087943531014778,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,9.0
